,imgUrl,labels,score,likeCount,commentCount,caption,normalizedLikeCount,normalizedCommentCount,engagementScore,engagement
30,https://www.instagram.com/p/CkgCJFmNhVs/media/?size=l,"['Wood', 'Landscape', 'Table', 'Leisure', 'Travel', 'Recreation', 'Hardwood', 'Soil', 'Lumber', 'Box']","[0.8878166079521179, 0.7755029797554016, 0.7696239948272705, 0.7613956332206726, 0.7560915350914001, 0.7479073405265808, 0.7132804989814758, 0.6940482258796692, 0.6753156185150146, 0.6487534642219543]",58755,425,"Photo by National Geographic on November 03, 2022. May be an image of 1 person, standing and outdoors.",0.06130977846879467,0.008817793269430267,0.029814587349176032,0
31,https://www.instagram.com/p/CkeQ2ARr67a/media/?size=l,"['Sky', 'Sunlight', 'Natural landscape', 'Happy', 'People in nature', 'Body of water', 'Horizon', 'Mountain', 'Sunrise', 'Dusk']","[0.952032208442688, 0.8553954362869263, 0.854835569858551, 0.8454702496528625, 0.8423398733139038, 0.8383699655532837, 0.8115828633308411, 0.8002939820289612, 0.7960308194160461, 0.792559027671814]",294534,1335,"Photo by National Geographic on November 02, 2022. May be an image of text that says 'We know that animals dream. What they dream about may Ûuise you.'.",0.30734089509876555,0.02769824474044566,0.13955530488377363,1
32,https://www.instagram.com/p/CkddWJItbtu/media/?size=l,"['Water', 'Plant community', 'Sky', 'Fluvial landforms of streams', 'Natural landscape', 'Plant', 'Tree', 'Sunlight', 'Outdoor recreation', 'Watercourse']","[0.9707496762275696, 0.933912456035614, 0.9221116304397583, 0.8977566361427307, 0.8933749794960022, 0.8779429793357849, 0.8689467310905457, 0.845893919467926, 0.8379338383674622, 0.8372017741203308]",85030,490,"Photo by National Geographic on November 02, 2022. May be an image of 2 people, body of water, tree and nature.",0.08872726513831353,0.010166396945931366,0.04159074422288423,0
33,https://www.instagram.com/p/CkbsDFEL38i/media/?size=l,"['Reptile', 'Organism', 'Terrestrial plant', 'Terrestrial animal', 'Scaled reptile', 'Liquid', 'Amphibian', 'Plant', 'Close-up', 'Macro photography']","[0.8736751079559326, 0.856616735458374, 0.8413163423538208, 0.772642970085144, 0.7694266438484192, 0.7451178431510925, 0.7333958745002747, 0.7104949951171875, 0.7019253969192505, 0.6781274080276489]",95246,530,"Photo by National Geographic on November 01, 2022. May be a closeup of snake and nature.",0.09938747613035176,0.010996306900701273,0.046352774592561465,0
34,https://www.instagram.com/p/CkbJt-mNYdy/media/?size=l,"['Sky', 'Building', 'Temple', 'Chinese architecture', 'Temple', 'Facade', 'Landmark', 'Pagoda', 'Roof', 'Japanese architecture']","[0.9102059006690979, 0.9020469188690186, 0.8702346682548523, 0.8654596209526062, 0.7970553040504456, 0.7946093678474426, 0.7843816876411438, 0.7794732451438904, 0.7317584753036499, 0.7086770534515381]",42314,336,"Photo by National Geographic on November 01, 2022. May be an image of outdoors and text that says 'A new high-speed way to see the Kingdom of a Million Elephants'.",0.04415389270919203,0.006971243620067223,0.021844303255717148,0
35,https://www.instagram.com/p/Cka4kCYNs5F/media/?size=l,"['Sky', 'Plant', 'Tree', 'Social group', 'Happy', 'Fun', 'Leisure', 'Crowd', 'Entertainment', 'Event']","[0.965709388256073, 0.8843681216239929, 0.8371814489364624, 0.8286838531494141, 0.8206034898757935, 0.8184201121330261, 0.8115586042404175, 0.7997978329658508, 0.7683396935462952, 0.7505689263343811]",72051,494,,0.07518391368317803,0.010249387941408358,0.036223198238116226,0
36,https://www.instagram.com/p/Cka4kCYNs5F/media/?size=l,"['Sky', 'Plant', 'Tree', 'Social group', 'Happy', 'Fun', 'Leisure', 'Crowd', 'Entertainment', 'Event']","[0.965709388256073, 0.8843681216239929, 0.8371814489364624, 0.8286838531494141, 0.8206034898757935, 0.8184201121330261, 0.8115586042404175, 0.7997978329658508, 0.7683396935462952, 0.7505689263343811]",72051,494,,0.07518391368317803,0.010249387941408358,0.036223198238116226,0
37,https://www.instagram.com/p/Cka4kCYNs5F/media/?size=l,"['Sky', 'Plant', 'Tree', 'Social group', 'Happy', 'Fun', 'Leisure', 'Crowd', 'Entertainment', 'Event']","[0.965709388256073, 0.8843681216239929, 0.8371814489364624, 0.8286838531494141, 0.8206034898757935, 0.8184201121330261, 0.8115586042404175, 0.7997978329658508, 0.7683396935462952, 0.7505689263343811]",72051,494,,0.07518391368317803,0.010249387941408358,0.036223198238116226,0
38,https://www.instagram.com/p/Cka4kCYNs5F/media/?size=l,"['Sky', 'Plant', 'Tree', 'Social group', 'Happy', 'Fun', 'Leisure', 'Crowd', 'Entertainment', 'Event']","[0.965709388256073, 0.8843681216239929, 0.8371814489364624, 0.8286838531494141, 0.8206034898757935, 0.8184201121330261, 0.8115586042404175, 0.7997978329658508, 0.7683396935462952, 0.7505689263343811]",72051,494,,0.07518391368317803,0.010249387941408358,0.036223198238116226,0
39,https://www.instagram.com/p/Cka4kCYNs5F/media/?size=l,"['Sky', 'Plant', 'Tree', 'Social group', 'Happy', 'Fun', 'Leisure', 'Crowd', 'Entertainment', 'Event']","[0.965709388256073, 0.8843681216239929, 0.8371814489364624, 0.8286838531494141, 0.8206034898757935, 0.8184201121330261, 0.8115586042404175, 0.7997978329658508, 0.7683396935462952, 0.7505689263343811]",72051,494,,0.07518391368317803,0.010249387941408358,0.036223198238116226,0
40,https://www.instagram.com/p/Cka4kCYNs5F/media/?size=l,"['Sky', 'Plant', 'Tree', 'Social group', 'Happy', 'Fun', 'Leisure', 'Crowd', 'Entertainment', 'Event']","[0.965709388256073, 0.8843681216239929, 0.8371814489364624, 0.8286838531494141, 0.8206034898757935, 0.8184201121330261, 0.8115586042404175, 0.7997978329658508, 0.7683396935462952, 0.7505689263343811]",72051,494,,0.07518391368317803,0.010249387941408358,0.036223198238116226,0
